,id,gender,state,region,education,income,vehicle_class,policy_type,monthly_premium,customer_lifetime_value,total_claim_amount,open_complaints
1113,nj10602,f,washington,east,college,92717.0,two-door car,personal auto,70.0,8459,224.28,0
1114,op60201,m,oregon,north west,college,50510.55,four-door car,personal auto,72.0,2203,518.72,2
1115,qk69627,f,washington,east,high school or below,75264.0,four-door car,personal auto,78.0,9388,343.34,0
1116,dp63956,f,arizona,central,bachelor,50510.55,suv,corporate auto,101.0,6791,727.2,1
1118,mq37971,f,arizona,central,bachelor,31532.0,four-door car,personal auto,79.0,3038,241.08,0
1119,co12132,f,california,west,high school or below,52583.0,suv,personal auto,113.0,8880,528.2,0
1121,sq18525,f,arizona,central,college,26023.0,four-door car,personal auto,72.0,8457,79.46,1
1122,vg11458,m,california,west,bachelor,28666.0,four-door car,personal auto,64.0,4771,307.2,0
1123,tg75223,m,california,west,bachelor,21004.0,two-door car,personal auto,62.0,4313,297.6,0
1124,ww85018,m,washington,east,bachelor,45430.0,two-door car,personal auto,81.0,6294,388.8,0
1126,ni49607,f,oregon,north west,college,28719.0,suv,personal auto,110.0,4396,792.0,0
1127,nx18821,m,oregon,north west,master,49833.0,four-door car,personal auto,69.0,5565,331.2,0
1128,jz63423,m,arizona,central,college,67431.0,suv,personal auto,136.0,5321,652.8,1
1129,dg30586,f,oregon,north west,bachelor,23376.0,four-door car,personal auto,78.0,2867,374.4,0
1130,qs79556,f,arizona,central,college,20455.0,two-door car,corporate auto,84.0,9414,564.92,2
1132,fz24763,m,california,west,bachelor,35289.0,four-door car,personal auto,65.0,5078,123.95,0
1133,tw73441,f,nevada,central,high school or below,73478.0,four-door car,personal auto,68.0,2773,241.89,0
1134,fp60372,m,nevada,central,bachelor,30584.0,two-door car,personal auto,68.0,8073,51.66,0
1135,xs17260,m,oregon,north west,college,88340.0,two-door car,personal auto,102.0,12281,489.6,0
1136,hx77930,f,washington,east,college,49532.0,four-door car,personal auto,79.0,3136,220.19,1
1138,ki25980,m,washington,east,master,43982.0,suv,personal auto,126.0,14722,604.8,1
1140,rm83767,m,washington,east,college,64008.0,four-door car,personal auto,85.0,5971,372.89,5
1141,ye45848,f,california,west,bachelor,87421.0,two-door car,corporate auto,99.0,8026,475.2,0
1142,qo77034,m,california,west,bachelor,50510.55,suv,personal auto,102.0,3568,660.43,0
1143,fq66070,m,california,west,college,62076.0,four-door car,personal auto,71.0,8491,227.23,0
1144,yq44187,f,oregon,north west,bachelor,26746.0,two-door car,personal auto,66.0,2545,165.75,0
1145,pw65305,m,california,west,college,91580.0,two-door car,personal auto,73.0,8871,290.7,0
1147,jv89183,m,oregon,north west,bachelor,51425.0,four-door car,personal auto,119.0,9379,560.15,0
1148,is75141,f,oregon,north west,high school or below,44162.0,two-door car,personal auto,71.0,5646,160.83,0
1149,xo90806,f,california,west,college,67128.0,suv,personal auto,105.0,8407,339.02,0
1150,qn44699,f,oregon,north west,bachelor,30383.0,two-door car,personal auto,119.0,4655,803.69,0
1151,bv98316,f,arizona,central,bachelor,93721.0,four-door car,personal auto,80.0,6521,489.59,0
1152,jj66819,f,oregon,north west,bachelor,79867.0,four-door car,personal auto,74.0,2990,78.17,1
1155,wx48434,m,arizona,central,college,50510.55,suv,corporate auto,122.0,4270,725.87,0
1156,lw12893,f,california,west,high school or below,43916.0,four-door car,personal auto,68.0,7912,326.4,2
1157,xo94933,f,california,west,bachelor,33282.0,suv,personal auto,100.0,3944,207.51,1
1159,ir62720,m,nevada,central,bachelor,25259.0,four-door car,personal auto,87.0,6843,417.6,0
1160,xp81320,f,oregon,north west,college,19637.0,four-door car,personal auto,67.0,2521,333.14,0
1161,ca52541,f,california,west,college,94903.0,two-door car,corporate auto,94.0,3808,451.2,0
1162,ib59831,m,oregon,north west,college,39794.0,suv,corporate auto,133.0,15513,638.4,0
1163,vo61192,m,oregon,north west,high school or below,42433.0,four-door car,personal auto,85.0,6752,410.95,0
1164,uv17888,f,california,west,bachelor,22044.0,four-door car,corporate auto,65.0,7405,10.39,0
1165,wx31658,f,arizona,central,doctor,32312.0,two-door car,personal auto,61.0,7218,276.59,3
1166,rq79244,f,california,west,college,50510.55,four-door car,personal auto,97.0,3363,698.4,0
1167,ul90124,f,oregon,north west,high school or below,72919.0,suv,personal auto,130.0,5039,936.0,5
1168,pn12718,m,california,west,bachelor,50510.55,two-door car,personal auto,86.0,8681,541.22,2
1169,cn63432,f,arizona,central,college,50510.55,four-door car,personal auto,68.0,13198,326.4,3
1170,wa24038,m,oregon,north west,bachelor,76357.0,suv,personal auto,117.0,4595,4.07,1
1171,tr40401,m,oregon,north west,doctor,57709.0,suv,personal auto,125.0,5073,600.0,0
1172,uq73252,m,arizona,central,college,26802.0,two-door car,personal auto,66.0,4637,316.8,1
1173,lk91880,f,california,west,college,26448.0,sports car,personal auto,105.0,8376,75.33,0
1175,rv22056,f,oregon,north west,bachelor,98784.0,sports car,personal auto,124.0,4971,155.41,1
1176,fw92569,m,arizona,central,college,28727.0,suv,corporate auto,113.0,13271,350.88,0
1177,as26192,m,oregon,north west,high school or below,50406.0,four-door car,corporate auto,70.0,5519,132.21,0
1178,px72779,m,arizona,central,master,41832.0,four-door car,personal auto,66.0,7942,402.75,0
1179,pz47901,f,arizona,central,bachelor,50510.55,four-door car,corporate auto,73.0,5504,350.4,0
1180,le41874,f,nevada,central,high school or below,50510.55,suv,corporate auto,138.0,5140,900.62,0
1181,wt10649,m,oregon,north west,bachelor,50510.55,four-door car,personal auto,97.0,6583,465.6,0
1182,sp80065,f,california,west,high school or below,40032.0,four-door car,special auto,99.0,7899,475.2,0
1183,ww37525,m,california,west,high school or below,95701.0,four-door car,personal auto,98.0,7659,99.7,3
1184,mf15503,m,nevada,central,bachelor,50510.55,two-door car,special auto,108.0,7056,777.6,1
1185,gj52970,m,california,west,high school or below,50510.55,four-door car,personal auto,66.0,7239,393.65,1
1186,gx84338,f,washington,east,doctor,62530.0,four-door car,personal auto,95.0,3824,61.69,0
1187,ql54532,m,california,west,master,50510.55,suv,personal auto,106.0,3870,508.8,0
1189,tn51356,m,oregon,north west,bachelor,82695.0,four-door car,personal auto,62.0,2451,217.95,0
1190,qj21876,f,california,west,college,48156.0,suv,personal auto,143.0,5667,686.4,0
1191,mm49431,m,washington,east,bachelor,74069.0,two-door car,personal auto,63.0,7299,275.52,2
1192,dy38083,m,california,west,bachelor,82664.0,suv,personal auto,114.0,8838,133.43,3
1193,kz95954,m,arizona,central,high school or below,50510.55,four-door car,personal auto,80.0,5376,749.13,1
1194,dc70690,f,arizona,central,college,51737.0,four-door car,personal auto,71.0,5598,430.16,0
1196,ju72142,m,oregon,north west,bachelor,61225.0,suv,personal auto,117.0,14003,442.37,0
1197,qs26062,m,california,west,high school or below,80915.0,four-door car,corporate auto,70.0,2807,187.85,0
1198,lf61343,m,california,west,high school or below,12688.0,suv,personal auto,140.0,10529,672.0,0
1199,yk23193,m,nevada,central,bachelor,27681.0,two-door car,personal auto,83.0,6057,398.4,0
1200,id40186,f,oregon,north west,bachelor,27778.0,four-door car,personal auto,109.0,12905,523.2,0
1201,as17174,m,oregon,north west,high school or below,95697.0,two-door car,personal auto,61.0,2472,114.27,0
1202,iq95180,m,oregon,north west,bachelor,44634.0,four-door car,personal auto,71.0,5651,396.04,1
1203,rs59102,m,california,west,college,37050.0,sports car,personal auto,110.0,12886,528.0,1
1204,oi83286,f,oregon,north west,college,56872.0,two-door car,personal auto,69.0,5551,192.88,0
1205,xh93021,m,nevada,central,high school or below,50510.55,four-door car,personal auto,82.0,5439,590.4,0
1206,qj22057,f,nevada,central,college,50510.55,four-door car,personal auto,68.0,4454,326.4,1
1207,nr49426,m,nevada,central,college,69488.0,four-door car,personal auto,68.0,5196,326.4,3
1208,bm39234,m,oregon,north west,high school or below,50510.55,two-door car,personal auto,62.0,4551,446.4,0
1210,wc21120,f,california,west,college,50510.55,suv,personal auto,107.0,8002,513.6,0
1211,eu81458,f,oregon,north west,doctor,95782.0,four-door car,personal auto,68.0,2744,247.85,1
1212,jo32686,f,arizona,central,bachelor,24992.0,suv,personal auto,106.0,8139,508.8,0
1213,yy27420,m,arizona,central,bachelor,20043.0,four-door car,personal auto,92.0,10508,516.09,0
1214,sx22647,m,california,west,college,50510.55,suv,personal auto,104.0,7218,748.8,0
1215,ht31871,m,arizona,central,high school or below,36305.0,four-door car,personal auto,61.0,4861,292.8,0
1216,zb81881,m,california,west,bachelor,44784.0,two-door car,personal auto,73.0,5786,395.39,0
1217,xy91562,f,oregon,north west,college,50510.55,four-door car,personal auto,113.0,7708,542.4,0
1218,cq72935,m,arizona,central,bachelor,75644.0,two-door car,personal auto,65.0,4975,467.8,3
1219,xr36002,f,california,west,high school or below,27339.0,two-door car,personal auto,97.0,10627,44.73,2
1220,rw70500,f,oregon,north west,master,43657.0,two-door car,personal auto,66.0,7997,316.8,0
1222,oi77877,m,oregon,north west,high school or below,31134.0,four-door car,personal auto,96.0,7498,666.53,0
1223,eh13261,m,california,west,master,50512.0,four-door car,personal auto,67.0,2637,351.4,0
1224,gw14698,f,arizona,central,college,80604.0,four-door car,corporate auto,61.0,4882,255.98,0
1225,po56357,f,california,west,high school or below,64604.0,four-door car,personal auto,67.0,5364,272.45,1
1226,ic47914,m,california,west,college,50510.55,four-door car,corporate auto,103.0,3548,741.6,0
1227,ik12576,f,oregon,north west,bachelor,95647.0,two-door car,personal auto,106.0,4234,508.8,0
1228,nc68853,m,oregon,north west,high school or below,50510.55,suv,personal auto,104.0,11294,499.2,0
1229,tg40558,m,oregon,north west,high school or below,60969.0,four-door car,corporate auto,61.0,7259,146.12,0
1230,nb40107,m,arizona,central,high school or below,50510.55,four-door car,corporate auto,76.0,2695,547.2,0
1231,xd86462,m,oregon,north west,college,20676.0,four-door car,personal auto,79.0,6063,379.2,0
1232,ha45220,f,california,west,high school or below,37874.0,four-door car,corporate auto,65.0,5258,41.02,0
1233,ot24208,m,california,west,bachelor,14382.0,four-door car,personal auto,66.0,12390,316.8,0
1234,lm93586,m,arizona,central,high school or below,32314.0,four-door car,personal auto,92.0,3678,662.4,0
1235,ca70404,m,california,west,high school or below,62455.0,two-door car,personal auto,77.0,6105,338.14,1
1236,uy94269,f,oregon,north west,master,35605.0,two-door car,personal auto,74.0,2991,355.2,0
1237,fm59265,f,washington,east,bachelor,50510.55,suv,personal auto,103.0,8035,741.6,0
1239,bz85280,m,oregon,north west,college,10334.0,four-door car,personal auto,64.0,7284,296.96,0
1240,bl93527,m,arizona,central,high school or below,44025.0,two-door car,personal auto,69.0,2728,331.2,0
1242,hx31231,f,arizona,central,bachelor,24345.0,four-door car,corporate auto,106.0,8184,637.7,0
1243,oo11998,m,oregon,north west,master,94804.0,suv,personal auto,115.0,4584,764.59,4
1244,cw12066,f,oregon,north west,college,25370.0,sports car,corporate auto,102.0,11639,489.6,0
1245,gd17919,f,arizona,central,college,50510.55,four-door car,special auto,78.0,14456,561.6,0
1247,do80363,m,arizona,central,high school or below,50510.55,four-door car,personal auto,108.0,3923,912.58,0
1248,uh79890,m,oregon,north west,high school or below,50510.55,four-door car,personal auto,70.0,5202,336.0,0
1250,dq71306,m,oregon,north west,high school or below,19013.0,four-door car,corporate auto,95.0,3650,456.0,0
1251,gn64199,f,oregon,north west,doctor,50510.55,four-door car,personal auto,73.0,2652,490.69,0
1253,pr59105,f,oregon,north west,high school or below,53223.0,four-door car,personal auto,72.0,8535,299.79,0
1254,tm94572,m,arizona,central,bachelor,50510.55,suv,personal auto,123.0,4153,885.6,0
1255,ap63665,f,oregon,north west,bachelor,59253.0,four-door car,personal auto,89.0,7166,67.8,0
1256,az64856,f,california,west,high school or below,34452.0,suv,personal auto,126.0,5048,604.8,0
1257,ic12985,m,arizona,central,bachelor,40160.0,four-door car,personal auto,118.0,4580,566.4,1
1258,kh81863,f,oregon,north west,college,22571.0,four-door car,corporate auto,63.0,4605,302.4,0
1259,ee49066,f,oregon,north west,high school or below,62365.0,four-door car,corporate auto,62.0,4970,297.6,0
1260,iz37104,m,california,west,doctor,50510.55,four-door car,personal auto,61.0,2268,292.8,0
1262,xz54522,f,nevada,central,bachelor,76266.0,two-door car,personal auto,110.0,8811,155.71,1
1264,ld71221,f,oregon,north west,bachelor,50510.55,two-door car,personal auto,68.0,4318,230.11,3
1265,yb66933,f,washington,east,bachelor,77552.0,four-door car,corporate auto,68.0,5383,45.22,1
1266,eq15944,f,oregon,north west,doctor,76474.0,four-door car,personal auto,74.0,2954,355.2,2
1267,cr92272,f,arizona,central,doctor,57664.0,suv,personal auto,100.0,8052,344.93,0
1268,jj94311,m,oregon,north west,bachelor,82377.0,four-door car,personal auto,83.0,6627,498.34,0
1269,eo42272,f,california,west,bachelor,44856.0,four-door car,corporate auto,66.0,10148,316.8,1
1270,la34671,m,arizona,central,college,50510.55,four-door car,personal auto,77.0,7629,369.6,0
1271,zf73834,f,california,west,bachelor,76731.0,four-door car,personal auto,64.0,2582,201.46,0
1272,um14135,f,nevada,central,bachelor,25820.0,four-door car,personal auto,82.0,3265,393.6,0
1273,ya14448,f,arizona,central,college,50510.55,four-door car,personal auto,83.0,5996,398.4,0
1274,ql10321,f,california,west,doctor,92509.0,four-door car,personal auto,71.0,5769,109.3,0
1276,we57129,m,washington,east,master,21979.0,two-door car,personal auto,73.0,2892,518.69,0
1277,so57563,m,arizona,central,college,54878.0,four-door car,personal auto,96.0,7382,204.95,3
1278,so38188,m,oregon,north west,bachelor,40178.0,suv,special auto,136.0,5309,652.8,0
1279,yd65161,f,california,west,bachelor,65436.0,four-door car,personal auto,73.0,2913,40.75,0
1280,qh12810,f,oregon,north west,bachelor,50510.55,suv,personal auto,106.0,11814,763.2,0
1281,ou81877,m,oregon,north west,high school or below,50510.55,four-door car,personal auto,64.0,4727,307.2,0
1282,cn49086,m,california,west,doctor,57709.0,suv,corporate auto,125.0,5073,600.0,0
1283,bd53342,f,washington,east,college,21604.0,four-door car,personal auto,79.0,3097,379.2,0
1284,fi75266,m,oregon,north west,bachelor,28422.0,four-door car,corporate auto,68.0,7892,453.91,1
1287,wb43408,f,oregon,north west,college,51523.0,suv,personal auto,116.0,4598,738.84,0
1288,mf41879,m,oregon,north west,doctor,50510.55,suv,personal auto,110.0,8215,601.02,0
1289,yu21725,f,washington,east,high school or below,50510.55,four-door car,corporate auto,66.0,4903,475.2,1
1291,tx34322,m,oregon,north west,college,50510.55,two-door car,personal auto,70.0,2419,336.0,1
1292,ak61491,m,oregon,north west,doctor,36631.0,four-door car,personal auto,62.0,2491,67.53,0
1293,xc32316,m,arizona,central,high school or below,50510.55,suv,corporate auto,131.0,9658,628.8,0
1294,wn59735,f,california,west,college,26477.0,four-door car,personal auto,66.0,2621,144.99,0
1295,ww99844,f,oregon,north west,high school or below,53607.0,four-door car,personal auto,61.0,4944,93.89,0
1296,yg38576,m,arizona,central,college,21594.0,four-door car,personal auto,71.0,5207,340.8,3
1297,at62618,f,oregon,north west,bachelor,50510.55,four-door car,personal auto,85.0,6109,612.0,0
1298,ee48429,f,nevada,central,high school or below,80584.0,two-door car,personal auto,65.0,2601,312.0,0
1299,sx95355,f,oregon,north west,bachelor,67511.0,four-door car,personal auto,73.0,5849,350.4,0
1300,iu54219,f,oregon,north west,master,19614.0,two-door car,special auto,85.0,16302,574.02,0
1303,pu36617,m,arizona,central,college,48638.0,four-door car,personal auto,82.0,6471,183.1,0
1304,pa18731,f,oregon,north west,college,46855.0,suv,personal auto,119.0,9501,472.39,0
1305,ic51895,f,arizona,central,college,38873.0,two-door car,personal auto,92.0,10970,599.81,0
1306,fu43761,f,nevada,central,doctor,25703.0,four-door car,personal auto,62.0,2436,297.6,0
1307,bg51419,m,washington,east,college,58842.0,four-door car,corporate auto,110.0,4363,528.0,0
1309,kt97561,m,arizona,central,high school or below,19683.0,sports car,personal auto,117.0,8383,561.6,1
1310,bw80872,m,washington,east,high school or below,34549.0,four-door car,personal auto,111.0,4434,125.93,0
1311,tz81094,f,nevada,central,high school or below,19030.0,two-door car,corporate auto,62.0,2372,355.82,0
